ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Meaning,Sense_ID,Entry_ID
Hungarian-639-alles-1,42,Hungarian,639-alles,mind,mind,m i n d,,uesz,,,^ mind $,default, völlig;   ganz;   ganz;  ebenso;   gleicherweise;   Weltall;   immer; alle;   alle;    jeder;   alle zusammen;   sowohl . . . als auch;   alles enthaltend;   Faktotum;   Gesamtheit der Dinge;   jede Person;   jedes Ding,alle-2,6053-mind
Hungarian-639-alles-2,43,Hungarian,639-alles,monnó,monnó,m o nː oː,,uesz,,,^ monnó $,default,beide;   alles,alles-1,6218-monno
Hungarian-583-allein-1,44,Hungarian,583-allein,csupa,csupa,t͡ʃ u p ɒ,,uesz,,,^ csupa $,default,  nur; allein;   völlig;   einzig;  alleinig;   ganz;   ausschließlich,allein-1,1651-csupa
Hungarian-583-allein-2,45,Hungarian,583-allein,egyedül,egyedül,ɛ ɟ ɛ d y l,,uesz,,,^ egyedül $,default,einsam;   nur;  allein;  ausschließlich;  alleinstehend 〈als Adv〉;  für sich,allein-2,2058-egyedul
Hungarian-627-schon-1,52,Hungarian,627-schon,már,már,m aː r,,uesz,,,^ már $,default,  schon; also;   mal ... mal;  denn;   mehr 〈nicht〉;  bereits,schon-6,5934-mar
Hungarian-604-immer-1,53,Hungarian,604-immer,hébe-hóba,hébehóba,h eː b ɛ h oː b ɒ,,uesz,,,^ hébehóba $,default,  manchmal; das ganze Jahr hindurch;   immer;  dann und wann,immer-1,3463-hebehoba
Hungarian-604-immer-2,54,Hungarian,604-immer,mind,mind,m i n d,,uesz,,,^ mind $,default, völlig;   ganz;   ganz;  ebenso;   gleicherweise;   Weltall;   immer; alle;   alle;    jeder;   alle zusammen;   sowohl . . . als auch;   alles enthaltend;   Faktotum;   Gesamtheit der Dinge;   jede Person;   jedes Ding,immer-2,6053-mind
Hungarian-284-menge-1,57,Hungarian,284-menge,csapat,csapat,t͡ʃ ɒ p ɒ t,,uesz,,,^ csapat $,default, Trupp; Schar;   Truppe;   Weide;   Menge;   Mannschaft 〈im Sport〉,Menge-1,1369-csapat
Hungarian-284-menge-2,58,Hungarian,284-menge,csata,csata,t͡ʃ ɒ t ɒ,,uesz,,,^ csata $,default, Kampf;  Lärm;  Trupp;   Schar;   Herde;  Menge; Streifzug;   Militärabteilung;   Schlacht;   Streit;   Hüten der Viehherde in der Nacht;  veszekedik,Menge-2,1386-csata
Hungarian-675-und-1,77,Hungarian,675-und,és,és,eː ʃ,,uesz,,,^ és $,default,und,und-1,2252-es
Hungarian-675-und-2,79,Hungarian,675-und,meg²,meg,m ɛ ɡ,,uesz,,,^ meg $,default,doch;   außerdem;  und,und-3,5976-meg
Hungarian-132-tier-1,82,Hungarian,132-tier,állat,állat,aː lː ɒ t,,uesz,,,^ állat $,default,  Gestalt;   Gerät;   Wesen; Zustand;   Lebewesen;   Sache;   Tier;  Vierfüßer;  nagy termetű,Tier-1,210-allat
Hungarian-132-tier-2,84,Hungarian,132-tier,bestia,bestia,b ɛ ʃ t i ɒ,,uesz,,,^ bestia $,default,  niederträchtig;   niederträchtig;   Tier;   Tier;  wildes Raubtier;  wildes Raubtier; Schurke 〈als Scheit- od Schimpfw〉; Schurke 〈als Scheit- od Schimpfw〉;   unvernünftiges Wesen;   unvernünftiges Wesen;   Hure;   Hure;   selbstsüchtiges;   selbstsüchtiges;  grausames Weib;  grausames Weib;  schmachvoll;  schmachvoll,Tier-3,1125-bestia
Hungarian-166-ameise-1,91,Hungarian,166-ameise,hangya,hangya,h ɒ n ɟ ɒ,,uesz,,,^ hangya $,default,Ameise ,Ameise-1,3371-hangya
Hungarian-172-apfel-1,92,Hungarian,172-apfel,alma,alma,ɒ l m ɒ,,uesz,,,^ alma $,default,Apfelbaum;   Apfel;   〈als Ausdruck der Verneinung〉;   Apfelgarten;   mit Apfelmotiven versehen 〈zB weißes Pferd〉;   faul 〈im Arg〉 ,Apfel-1,219-alma
Hungarian-465-april-1,93,Hungarian,465-april,április,április,aː p r i l i ʃ,,uesz,,,^ április $,default,April,April-1,306-aprilis
Hungarian-265-gegend-1,94,Hungarian,265-gegend,fél²,fél,f eː l,,uesz,,,^ fél $,default,Mitmensch;  Teil;   Mitte;  Nächste;   Hälfte;   Seite;   Partei;  Partner;  Gegner;   Ehefrau;   Gegend;  Landes- od Ortsteil;   einer 〈von beiden〉;   halb;   paarig;   Gattin;  Gefährte;   Halbbauer,Gegend-1,2459-fel
Hungarian-265-gegend-2,95,Hungarian,265-gegend,környék,környék,k ø r ɲ eː k,,uesz,,,^ környék $,default,Umgebung;   umgeben;  Gegend;   Rand;  Umkreis;   Umfang;  Saum;   jmdn versuchen;  an jmdn mit einem  Angebot herantreten;   Unterwerfung;   unbeschnitten 〈Mann〉;   Umhüllung,Gegend-2,4830-kornyek
Hungarian-26-arm-1,103,Hungarian,26-arm,ág,ág,aː ɡ,,uesz,,,^ ág $,default,Flußarm;   Ast;   Sippe;  Parentel;   herausragender Teil von etw;  Arm;   Teil einer Begriffsklasse;   abzweigen ,Arm-1,56-ag
Hungarian-26-arm-2,104,Hungarian,26-arm,kar²,kar,k ɒ r,,uesz,,,^ kar $,default,Arm;  Lehne;   Arm als Gegenstand,Arm-2,4431-kar
Hungarian-780-ankommen-1,105,Hungarian,780-ankommen,ér²,ér,eː r,,uesz,,,^ ér $,default,berühren;  treffen;   ankommen;   erleben;   reichen;  langen;   erwischen;   zufällig tun;   tun können,ankommen-1,2216-er
Hungarian-780-ankommen-2,106,Hungarian,780-ankommen,jön,jön,j ø n,,uesz,,,^ jön $,default, entstehen;  folgen;  ankommen;    gehen; kommen;   kommen 〈zeitlich〉;   entstammen;   anfallen;   in einen Zustand geraten;   zukommen 〈Geld〉;   Zukunft;   Kommen;  Ankommen;  jövetel,ankommen-2,4083-jon
Hungarian-440-pfeil-1,113,Hungarian,440-pfeil,nyíl,nyíl,ɲ iː l,,uesz,,,^ nyíl $,default,  Teil;  Schicksal;   losen;   Blitz; Pfeil;   Losziehung;   durch Los zugeteiltes Gruntück;   〈als Benennung versch pfeil-;  od keilförmiger Gegenstände und Zeichen〉;  Anteil des zugeteilten Feldes;   Schütze 〈in der Astronomie〉;   Bogenschütze;   Anhänger der ung Nazipartei 〈auch als Attr〉;   mit Pfeil und Bogen schießen,Pfeil-1,6502-nyil
Hungarian-183-asche-1,114,Hungarian,183-asche,hamu,hamu,h ɒ m u,,uesz,,,^ hamu $,default,  Leiche; Asche;   mit Asche bedeckt od gefüllt;   aschfarben;  aschgrau;  meszes bőrkikészítő anyagot tartalmazó gödör;  edény;  láda;   flaumig;  duftig 〈Obst〉;  vászonlepedő 〈a szapulóban〉;   samtig;  jugendfrisch,Asche-1,3356-hamu
Hungarian-985-fragen-1,115,Hungarian,985-fragen,kérd,kérd,k eː r d,,uesz,,,^ kérd $,default, begehren; bitten;   fragen;   Fragen;   nachfragen,fragen-1,4586-kerd
Hungarian-985-fragen-2,116,Hungarian,985-fragen,követ,követ,k ø v ɛ t,,uesz,,,^ követ $,default,  fordern;   fordern;   tun;  machen; folgen;   folgen;   erreichen;   mieten;   Anhänger;   Anzeichen;  zufallen;   fragen;  begleiten;  verlangen; Abgesandter;  Sendbote;   Gesandter;  Botschafter;   Abgeordneter;   Sendung;  Auftrag;  Mission;  Botschaft;  Botschaft;   Abordnung;   Gesandtschaft;   nachmachen;   folgen 〈in der Zeit〉;   versöhnen;  betreiben 〈Gewerbe〉;   folgend;   befolgenswerf;   Befolgung;  Folgen;   fordernd;   als Folge nach sich ziehen;   folgern,fragen-2,4860-kovet
Hungarian-986-bitten-1,120,Hungarian,986-bitten,kér¹,kér,k eː r,,uesz,,,^ kér $,default,  fordern;  wünschen;   Brautwerber;  auffordern;   beten;   Bitte; bitten;   bitten;   inständig bitten;  anflehen;   ersuchen;   um jm Hand bitten od werben;  freien;   hinbestellen;   käuflich erwerben;  kérés,bitten-1,4582-ker
Hungarian-986-bitten-2,121,Hungarian,986-bitten,kér¹,kér,k eː r,,uesz,,,^ kér $,default,  fordern;  wünschen;   Brautwerber;  auffordern;   beten;   Bitte; bitten;   bitten;   inständig bitten;  anflehen;   ersuchen;   um jm Hand bitten od werben;  freien;   hinbestellen;   käuflich erwerben;  kérés,bitten-2,4582-ker
Hungarian-920-sichversammeln-1,126,Hungarian,920-sichversammeln,gyűlik,gyűlik,ɟ yː l i k,,uesz,,,^ gyűlik $,default,  hergelaufen;   Versammlung; sich versammeln;  sich anhäufen;   eitern;  schwären,sichversammeln-1,3251-gyulik
Hungarian-600-zuerst-1,127,Hungarian,600-zuerst,eleve,eleve,ɛ l ɛ v ɛ,,uesz,,,^ eleve $,default, anfangs; vorne 〈in attr Funktion〉;   erstens;  als erster;  zuerst;   vorwärts;  voraus;   von vornherein,zuerst-1,2127-eleve
Hungarian-469-august-1,130,Hungarian,469-august,augusztus,augusztus,ɒ u ɡ u s t u ʃ,,uesz,,,^ augusztus $,default,August,August-1,416-augusztus
Hungarian-209-tante-1,131,Hungarian,209-tante,néni,néni,n eː n i,,uesz,,,^ néni $,default,  alte Frau; Tante;  ältere Verwandte;   ältere Schwester;  〈als Anrede an eine  Frau〉,Tante-1,6406-neni
Hungarian-460-herbst-1,133,Hungarian,460-herbst,ősz²,ősz,øː s,,uesz,,,^ ősz $,default,Herbst,Herbst-1,6600-osz
Hungarian-20-rucken-1,134,Hungarian,20-rucken,derék,derék,d ɛ r eː k,,uesz,,,^ derék $,default,  brav;  wirklich;   Wesen;   gut;  kräftig;  tüchtig;   völlig;   stattlich;   stattlich;   schön; Leib;  Rumpf;   Rücken;  Kreuz;   Mitte;  Hauptteil;  Inhalf;   Wagenkasten;   Baumstamm;   Mieder;   Taille 〈am Kleid〉;   Regenbett;  Wasserlauf;  trockenes Flußbett;  wohlgebaut;   Haupt-;  echt;  vollständig;   groß;   richtig;   vortrefflich,Rucken-1,1782-derek
Hungarian-20-rucken-2,135,Hungarian,20-rucken,görbe,görbe,ɡ ø r b ɛ,,uesz,,,^ görbe $,default,  unanständig;  Höcker;  ehrlos;   Buckel;  krumm;   Rücken;   unfreundlich; Bucklige;   Kurve;   Diagramm;   bucklig;  Katzenbuckel habend;   gebogen;  unwirsch;   gebirgig;   mit Zecherei verbracht;  durchgezecht;   sich krümmen,Rucken-2,3089-gorbe
Hungarian-614-zuruck-1,141,Hungarian,614-zuruck,meg¹,meg,m ɛ ɡ,,uesz,,,^ meg $,default, zurück;   wieder,zuruck-2,5975-meg
Hungarian-614-zuruck-2,142,Hungarian,614-zuruck,retúr,retúr,r ɛ t uː r,,uesz,,,^ retúr $,default,  zurück; Rückfahrt;   Retour-;  Rückfahr-;   Rückfahrkarte,zuruck-3,7788-retur
Hungarian-559-schlecht-1,147,Hungarian,559-schlecht,cigány,cigány,t͡s i ɡ aː ɲ,,uesz,,,^ cigány $,default, gering;   feilschen;   hinterlistig; Zigeuner;  Zigeuner-;   arglistiger Mensch;   Schmied;   Zigeunermusikant;  betrügerisch;   zigeunerisch;   unecht;  unrecht;   stehlen;   betrügen;  lügen;   Zigeuner nennen;   schlecht,schlecht-1,1218-cigany
Hungarian-559-schlecht-2,148,Hungarian,559-schlecht,hiba,hiba,h i b ɒ,,uesz,,,^ hiba $,default,  Beschwerlichkeit;  Plackerei;  Defekt;  Fehler;   Mangel;  schlecht;   mangelhaft;   Fehlgriff;  vergeblich;  leer; fruchtlos;   schuldig,schlecht-2,3559-hiba
Hungarian-445-ungluck-1,156,Hungarian,445-ungluck,csap¹,csap,t͡ʃ ɒ p,,uesz,,,^ csap $,default,  lassen; schlagen;  Unterhaltung〉;   Dolch;  stibitzen;   hauen;   streichen 〈Maß〉;   zupfen 〈Wolle〉;  reißen;   schleudern;  hinstoßen;   dringen;   tünchen;   eine andere Richtung einschlagen;   herabschießen auf etw;   schmeicheln;   treiben;   veranstalten 〈Festmahl;  Lärm schlagen;   klauen;   Schlag;   Unglück;   Spur;   gedrückt voll 〈Maß〉;   um sich herumschlagen;   neckisch;   Flattergeist,Ungluck-1,1365-csap
Hungarian-445-ungluck-2,157,Hungarian,445-ungluck,katasztrófa,katasztrófa,k ɒ t ɒ s t r oː f ɒ,,uesz,,,^ katasztrófa $,default, Unglück;  Unglück; überraschende Wendung; überraschende Wendung;  schweres;  schweres;  verhängnisvolles Unheil;  verhängnisvolles Unheil;   Lösung des Konflikts 〈im Drama;   Lösung des Konflikts 〈im Drama;  Epos〉;  Epos〉,Ungluck-2,4538-katasztrofa
Hungarian-339-tasche-1,160,Hungarian,339-tasche,táska,táska,t aː ʃ k ɒ,,uesz,,,^ táska $,default,  Schote;  Hülse; Ranzen;   Art gefüllte Mehlspeise;   Beutel;  Tasche;  oft mit Traggriff;   Anschwellung der Haut;  flache Vorwölbung am Wandputz,Tasche-1,9084-taska
Hungarian-962-backen-1,162,Hungarian,962-backen,ránt¹,ránt,r aː n t,,uesz,,,^ ránt $,default,  Backen;   Bratpfanne;  Braten; in Fett ausbacken;   paniert ausbacken;   mit Mehlschwitze eindicken;   Mehlschwitze;  Einbrenne,Backen-2,7647-rant
Hungarian-962-backen-2,163,Hungarian,962-backen,süt,süt,ʃ y t,,uesz,,,^ süt $,default,  schlagen;   Bäcker;   brennen;  bloßstellen;   Bratpfanne;   sich sonnen; braten;   braten;  backen 〈trans〉;  scheinen 〈zB Sonne〉;   brandmarken;   Brand 〈Pflanzenkrankheit〉 verursachen;  brennend schmerzen 〈Frost〉;   abfeuern 〈Waffe〉;   niederschlagen〈 Augen〉;  senken 〈Kopf;  Ohren〉;   loslassen;  an den Mann bringen;   steckenbleiben machen;   ungeschickt abfassen;  holperige Verse machen;   die Haare brennen;   Backofen;   röhre;   Backwer;  backen;   Gebäck,backen-1,8474-sut
Hungarian-114-rinde-1,164,Hungarian,114-rinde,héj,héj,h eː j,,uesz,,,^ héj $,default, Schale;   Dach;   Dach;   Augenlid; Rinde;   Bettüberzug;   Schuppe;   Dach decken,Rinde-1,3477-hej
Hungarian-114-rinde-2,165,Hungarian,114-rinde,karaj¹,karaj,k ɒ r ɒ j,,uesz,,,^ karaj $,default, Scheitel;   Abfall;   Gipfel;  Stück;   Schnitte;   Rinde; Rand;  Umkreis;   Halbkreis od Kreis bzw solcher Teil von etw;  Scheibe 〈Brot〉;   tiefe Einbuchtung eines Blattes;   Krümmung 〈eines Flusses usw〉;  der sich beim Schwingen des Kornes anhäuft;   Art ungarischer Volkstanz,Rinde-2,4438-karaj
Hungarian-726-bellen-1,168,Hungarian,726-bellen,ugat,ugat,u ɡ ɒ t,,uesz,,,^ ugat $,default, faseln; bellen;   jmdn anfeinden;  jmdm Böses nachreden,bellen-1,9567-ugat
Hungarian-974-baden-1,169,Hungarian,974-baden,füröszt,füröszt,f y r ø s t,,uesz,,,^ füröszt $,default,baden;  im Bad abwaschen,baden-1,2845-furoszt
Hungarian-107-bucht-1,170,Hungarian,107-bucht,kebel,kebel,k ɛ b ɛ l,,uesz,,,^ kebel $,default,  Nabe;   Tal;  Gemeinschaft;  Frauenkleid;   Biegung;  Vertiefung;   Busen;  Brust 〈auch vom Kleid〉;   Schoß;   Hertz;   breiter Streifen amunteren Teil des Frauenrockes;  Ausbuchtung;  Bucht;   Unterrock;   bauchung;   Frauenhemd,Bucht-1,4656-kebel
Hungarian-107-bucht-2,171,Hungarian,107-bucht,öböl,öböl,ø b ø l,,uesz,,,^ öböl $,default, Busen;   Bucht; Brust;   innerer;  hohler Teil eines bauchigen Gefäßes od eines anderen Gegenstandes;   Kaliber,Bucht-2,6555-obol
Hungarian-813-konnen-1,172,Hungarian,813-konnen,hat¹,hat,h ɒ t,,uesz,,,^ hat $,default,  Wirkung;   haben;    dringen;  vermögen; können;   ergreifen;  packen 〈Gefühl〉;   wirken;  wirksam sein;   erscheinen;  anmuten;   Behausung;   über Macht verfügend;   wirksam;   wirksam;   ungangbar;   Eindringen;   durchdrungen werden;   gerührt sein;   rührend,konnen-1,3435-hat
Hungarian-813-konnen-2,173,Hungarian,813-konnen,tud,tud,t u d,,uesz,,,^ tud $,default,  einrechnen;  meinen;   Gelehrter;  ahnen;   Erkundigung;   Wissenschaft;   können;  verrichten;   überzeugt sein;  abtragen; jmdn kennen;  von jmdm Kenntnis haben;  etw wissen;  entschlossen sein;  Zuversicht haben;   mit jmdm Geschlechtsverkehr haben;  aufrechnen;  aufschreiben;   jmdn um etw bringen;  jmdn verjagen;   abrechnen;   gelehrt;   gelehrt;   Wissen;   überklug;   überklug;  gelehrsam;   Bewußtsein,konnen-2,9483-tud
Hungarian-733-leben-1,174,Hungarian,733-leben,él¹,él,eː l,,uesz,,,^ él $,default, Nahrung;  gebrauchen;  gebrauchen;   Amme;   Amme; leben; leben;   sich nähren;   sich nähren;  sich erhalten;  sich erhalten;   benützen;   benützen;   mit jemandem 〈dauernd〉zusammen sein;  mit jemandem zusammen wohnen;   irgendein Leben führen;  irgendwelchem Zustand sein;   in dauerndem Geschlechtsverhältnis leben;  in ehelichem Verhältnis leben;   sich aufhalten;  wohnen;  wohnen;   Lebensmittel;   Lebensmittel;   Lebensmittel;  Lebensmittel;   Lebensmittel;  élet;  használat;  használat;   Lebendige;   Lebendige;   életmód;   Leben;   Leben;   Leben;   Leben;  megélhetés;   Unterhalt;   Unterhalt;  Fortkommen;  Fortkommen;   Getreide;   Getreide;  ház és udvar;  belsőség;   nähren;   nähren;  beleben;  beleben;  valaminek a használatára késztet;   hochleben lassen;   hochleben lassen;   Lebens-;   Lebens-;   bejahrt werden;   bejahrt werden;   bejahrt werden;   bejahrt werden;   lebhaft werden;   lebhaft werden;  erstarken;  erstarken;   genießbar;   genießbar;  brauchbar;  brauchbar;  életrevaló;  életképes;  táplál;   Hefe;   Hefe;   sich fristen;   sich fristen;  valamiből él;   schmarotzen;   schmarotzen;  Zehrung;  Zehrung;  élvezet;   Erlebnis;   Erlebnis;   lebenslang ;   lebenslang;   mit jmdm zusammenleben;  bei jmdm leben;    Leben führen;  sich  befinden;   mit jmdm  leben;   verweilen;  Broterwerb,leben-1,2106-el
Hungarian-733-leben-2,175,Hungarian,733-leben,él¹,él,eː l,,uesz,,,^ él $,default, Nahrung;  gebrauchen;  gebrauchen;   Amme;   Amme; leben; leben;   sich nähren;   sich nähren;  sich erhalten;  sich erhalten;   benützen;   benützen;   mit jemandem 〈dauernd〉zusammen sein;  mit jemandem zusammen wohnen;   irgendein Leben führen;  irgendwelchem Zustand sein;   in dauerndem Geschlechtsverhältnis leben;  in ehelichem Verhältnis leben;   sich aufhalten;  wohnen;  wohnen;   Lebensmittel;   Lebensmittel;   Lebensmittel;  Lebensmittel;   Lebensmittel;  élet;  használat;  használat;   Lebendige;   Lebendige;   életmód;   Leben;   Leben;   Leben;   Leben;  megélhetés;   Unterhalt;   Unterhalt;  Fortkommen;  Fortkommen;   Getreide;   Getreide;  ház és udvar;  belsőség;   nähren;   nähren;  beleben;  beleben;  valaminek a használatára késztet;   hochleben lassen;   hochleben lassen;   Lebens-;   Lebens-;   bejahrt werden;   bejahrt werden;   bejahrt werden;   bejahrt werden;   lebhaft werden;   lebhaft werden;  erstarken;  erstarken;   genießbar;   genießbar;  brauchbar;  brauchbar;  életrevaló;  életképes;  táplál;   Hefe;   Hefe;   sich fristen;   sich fristen;  valamiből él;   schmarotzen;   schmarotzen;  Zehrung;  Zehrung;  élvezet;   Erlebnis;   Erlebnis;   lebenslang ;   lebenslang;   mit jmdm zusammenleben;  bei jmdm leben;    Leben führen;  sich  befinden;   mit jmdm  leben;   verweilen;  Broterwerb,leben-2,2106-el
Hungarian-795-sichargern-1,179,Hungarian,795-sichargern,évődik,évődik,eː v øː d i k,,uesz,,,^ évődik $,default, zanken;  necken;   schäkern;   sich abmühen; grübeln;  sich ärgern;   Händel suchen;   verzehrt werden;   sich einfressen;  an etw nagen,sichargern-1,2309-evodik
Hungarian-795-sichargern-2,180,Hungarian,795-sichargern,prüszköl,prüszköl,p r y s k ø l,,uesz,,,^ prüszköl $,default,  sich ärgern; niesen;   schnauben 〈Pferd〉;   sich vor etwas scheuen;   pusten 〈Maschine;  bes. Lokomotiv〉,sichargern-2,7510-pruszkol
Hungarian-734-geborenwerden-1,183,Hungarian,734-geborenwerden,lesz,lesz,l ɛ s,,uesz,,,^ lesz $,default, existieren;  entstehen;   geschehen; sein;   zu etw werden;  werden;   〈Ersatzverb für versch Formen des Verbs → van¹〉;   geboren werden,geborenwerden-1,5595-lesz
Hungarian-553-hungrig-1,184,Hungarian,553-hungrig,böjt,böjt,b ø j t,,uesz,,,^ böjt $,default,Fastenzeit;   Hungern;  〈rituelles〉 Fasten;   Elend,Hungern-1,907-bojt
Hungarian-553-hungrig-2,185,Hungarian,553-hungrig,éh,éh,eː h,,uesz,,,^ éh $,default,hungrig;   Hunger;   Hungernder;   hungrig werden,hungrig-1,2085-eh
Hungarian-141-bar-1,188,Hungarian,141-bar,mackó²,mackó,m ɒ t͡s k oː,,uesz,,,^ mackó $,default,Bär;   Kassenschrank;   Overall;  Trainingsanzug,Bar-1,5754-macko
Hungarian-141-bar-2,189,Hungarian,141-bar,medve,medve,m ɛ d v ɛ,,uesz,,,^ medve $,default,Bär;   Ofensau;   Getreidehaufen;  der beim Drusch auf der Tenne vom Regen naß geworden ist;   mürrischer Mensch,Bar-2,5974-medve
Hungarian-13-bart-1,191,Hungarian,13-bart,dér,dér,d eː r,,uesz,,,^ dér $,default,  Frost; Reif;  klares Wetter im Winter;   mit ergrautem Haar;  Bart;   bereift;   eisgrau 〈Pferd〉;   Grauschimme,Bart-1,1779-der
Hungarian-13-bart-2,192,Hungarian,13-bart,szakáll,szakáll,s ɒ k aː lː,,uesz,,,^ szakáll $,default, Wamme; Bart;   Bart;   〈zur Benennung versch Pflanzen〉;   Moos;   Fleischlappen am Hühnerschnabel;   aus dem Stiel od Heft herausstehender Werkzeugteil;   Wildling der Wurzel;   Schweif des Kometen;  Fadenschopf 〈bei Pflanzen〉;   Tabakschmutz an der Meerschaumpfeife;   Wallbüchse 〈Art Kanone〉,Bart-2,8516-szakall
Hungarian-501-schon-1,195,Hungarian,501-schon,deli,deli,d ɛ l i,,uesz,,,^ deli $,default,  mutig;   stattlich;   Halbstiefel;  Leibwächter; kurzschäftig 〈Stiefel〉;  schön;   Soldat,schon-1,1757-deli
Hungarian-501-schon-2,196,Hungarian,501-schon,derék,derék,d ɛ r eː k,,uesz,,,^ derék $,default,  brav;  wirklich;   Wesen;   gut;  kräftig;  tüchtig;   völlig;   stattlich;   stattlich;   schön; Leib;  Rumpf;   Rücken;  Kreuz;   Mitte;  Hauptteil;  Inhalf;   Wagenkasten;   Baumstamm;   Mieder;   Taille 〈am Kleid〉;   Regenbett;  Wasserlauf;  trockenes Flußbett;  wohlgebaut;   Haupt-;  echt;  vollständig;   groß;   richtig;   vortrefflich,schon-2,1782-derek
Hungarian-636-wegen-1,204,Hungarian,636-wegen,belül,belül,b ɛ l y l,,uesz,,,^ belül $,default,  von;   von;   drinnen;   drinnen;   das Innere;   das Innere; aus; aus;   wegen;   wegen;   innerhalb;   innerhalb;   in 〈mit Akk〉;   in 〈mit Akk〉;   in 〈mit Akk〉;   in 〈mit Akk〉;   von innen;   von innen,wegen-1,1093-belul
